layer,filter,image,mean_activation
vgg/conv5_1/conv5_1,137,val_8717.JPEG,12.745642662
vgg/conv5_1/conv5_1,137,val_4961.JPEG,61.2373199463
vgg/conv5_1/conv5_1,137,val_8260.JPEG,87.2644348145
vgg/conv5_1/conv5_1,137,val_9876.JPEG,173.065811157
vgg/conv5_1/conv5_1,138,val_5325.JPEG,0.0
vgg/conv5_1/conv5_1,138,val_9305.JPEG,0.0
vgg/conv5_1/conv5_1,138,val_6281.JPEG,0.0
vgg/conv5_1/conv5_1,138,val_5415.JPEG,0.0
vgg/conv5_1/conv5_1,138,val_2475.JPEG,0.0
vgg/conv5_1/conv5_1,139,val_8834.JPEG,167.140319824
vgg/conv5_1/conv5_1,139,val_5207.JPEG,272.701660156
vgg/conv5_1/conv5_1,139,val_2438.JPEG,276.315948486
vgg/conv5_1/conv5_1,139,val_1069.JPEG,302.830932617
vgg/conv5_1/conv5_1,139,val_5993.JPEG,310.697296143
vgg/conv5_1/conv5_1,140,val_6087.JPEG,40.2367019653
vgg/conv5_1/conv5_1,140,val_3822.JPEG,89.8306427002
vgg/conv5_1/conv5_1,140,val_9793.JPEG,94.5678024292
vgg/conv5_1/conv5_1,140,val_596.JPEG,126.053894043
vgg/conv5_1/conv5_1,140,val_3895.JPEG,154.258163452
vgg/conv5_1/conv5_1,141,val_776.JPEG,0.0
vgg/conv5_1/conv5_1,141,val_3833.JPEG,0.0
vgg/conv5_1/conv5_1,141,val_7903.JPEG,0.0
vgg/conv5_1/conv5_1,141,val_3670.JPEG,0.0
vgg/conv5_1/conv5_1,141,val_2179.JPEG,0.0
vgg/conv5_1/conv5_1,142,val_3833.JPEG,0.0
vgg/conv5_1/conv5_1,142,val_7903.JPEG,0.0
vgg/conv5_1/conv5_1,142,val_8852.JPEG,0.0
vgg/conv5_1/conv5_1,142,val_9318.JPEG,0.0
vgg/conv5_1/conv5_1,142,val_4176.JPEG,0.0
vgg/conv5_1/conv5_1,143,val_9997.JPEG,79.8602294922
vgg/conv5_1/conv5_1,143,val_3587.JPEG,123.540214539
vgg/conv5_1/conv5_1,143,val_1649.JPEG,136.195236206
vgg/conv5_1/conv5_1,143,val_7516.JPEG,164.316177368
vgg/conv5_1/conv5_1,143,val_9995.JPEG,201.443557739
vgg/conv5_1/conv5_1,144,val_4517.JPEG,0.0
vgg/conv5_1/conv5_1,144,val_7665.JPEG,0.0
vgg/conv5_1/conv5_1,144,val_7458.JPEG,0.0
vgg/conv5_1/conv5_1,144,val_883.JPEG,0.0
vgg/conv5_1/conv5_1,144,val_7030.JPEG,0.0
vgg/conv5_1/conv5_1,145,val_2432.JPEG,463.049621582
vgg/conv5_1/conv5_1,145,val_5566.JPEG,719.054016113
vgg/conv5_1/conv5_1,145,val_6391.JPEG,780.495117188
vgg/conv5_1/conv5_1,145,val_7482.JPEG,801.123413086
vgg/conv5_1/conv5_1,145,val_7646.JPEG,879.084716797
vgg/conv5_1/conv5_1,146,val_607.JPEG,0.0
vgg/conv5_1/conv5_1,146,val_5763.JPEG,0.0
vgg/conv5_1/conv5_1,146,val_4635.JPEG,0.692370355129
vgg/conv5_1/conv5_1,146,val_5957.JPEG,2.07313013077
vgg/conv5_1/conv5_1,146,val_7881.JPEG,2.33085274696
vgg/conv5_1/conv5_1,147,val_6625.JPEG,0.0
vgg/conv5_1/conv5_1,147,val_2081.JPEG,0.0
vgg/conv5_1/conv5_1,147,val_9631.JPEG,0.0
vgg/conv5_1/conv5_1,147,val_3036.JPEG,0.0
vgg/conv5_1/conv5_1,147,val_3388.JPEG,0.0
vgg/conv5_1/conv5_1,148,val_1611.JPEG,0.0
vgg/conv5_1/conv5_1,148,val_5957.JPEG,0.0
vgg/conv5_1/conv5_1,148,val_4224.JPEG,0.0
vgg/conv5_1/conv5_1,148,val_3953.JPEG,0.0
vgg/conv5_1/conv5_1,148,val_2476.JPEG,0.0
vgg/conv5_1/conv5_1,149,val_44.JPEG,126.842803955
vgg/conv5_1/conv5_1,149,val_7135.JPEG,130.187805176
vgg/conv5_1/conv5_1,149,val_7048.JPEG,174.880889893
vgg/conv5_1/conv5_1,149,val_360.JPEG,232.218322754
vgg/conv5_1/conv5_1,149,val_9514.JPEG,349.262451172
vgg/conv5_1/conv5_1,150,val_8384.JPEG,0.0
vgg/conv5_1/conv5_1,150,val_6635.JPEG,0.0
vgg/conv5_1/conv5_1,150,val_9057.JPEG,0.0
vgg/conv5_1/conv5_1,150,val_417.JPEG,0.0
vgg/conv5_1/conv5_1,150,val_5627.JPEG,0.0
vgg/conv5_1/conv5_1,151,val_525.JPEG,0.0
vgg/conv5_1/conv5_1,151,val_6218.JPEG,0.0
vgg/conv5_1/conv5_1,151,val_5894.JPEG,0.0
vgg/conv5_1/conv5_1,151,val_607.JPEG,0.0
vgg/conv5_1/conv5_1,151,val_8624.JPEG,0.0
vgg/conv5_1/conv5_1,152,val_3843.JPEG,79.4360809326
vgg/conv5_1/conv5_1,152,val_4218.JPEG,179.013305664
vgg/conv5_1/conv5_1,152,val_5372.JPEG,234.78755188
vgg/conv5_1/conv5_1,152,val_4006.JPEG,261.289093018
vgg/conv5_1/conv5_1,152,val_2165.JPEG,293.575439453
vgg/conv5_1/conv5_1,153,val_5532.JPEG,0.0
vgg/conv5_1/conv5_1,153,val_4586.JPEG,0.0
vgg/conv5_1/conv5_1,153,val_9057.JPEG,0.0
vgg/conv5_1/conv5_1,153,val_9409.JPEG,0.0
vgg/conv5_1/conv5_1,153,val_5627.JPEG,0.0
vgg/conv5_1/conv5_1,154,val_164.JPEG,21.8657169342
vgg/conv5_1/conv5_1,154,val_7541.JPEG,28.9399604797
vgg/conv5_1/conv5_1,154,val_3770.JPEG,35.9544792175
vgg/conv5_1/conv5_1,154,val_1171.JPEG,72.210395813
vgg/conv5_1/conv5_1,154,val_1040.JPEG,88.0094985962
vgg/conv5_1/conv5_1,155,val_3777.JPEG,0.0
vgg/conv5_1/conv5_1,155,val_9577.JPEG,21.3734054565
vgg/conv5_1/conv5_1,155,val_3851.JPEG,30.7713947296
vgg/conv5_1/conv5_1,155,val_9477.JPEG,39.4841346741
vgg/conv5_1/conv5_1,155,val_6750.JPEG,48.0082054138
vgg/conv5_1/conv5_1,156,val_6445.JPEG,0.0
vgg/conv5_1/conv5_1,156,val_9624.JPEG,0.0
vgg/conv5_1/conv5_1,156,val_3388.JPEG,0.0
vgg/conv5_1/conv5_1,156,val_9885.JPEG,0.0
vgg/conv5_1/conv5_1,156,val_494.JPEG,0.0
vgg/conv5_1/conv5_1,157,val_9840.JPEG,20.6613311768
vgg/conv5_1/conv5_1,157,val_5010.JPEG,110.295219421
vgg/conv5_1/conv5_1,157,val_6628.JPEG,154.498184204
vgg/conv5_1/conv5_1,157,val_3331.JPEG,168.213012695
vgg/conv5_1/conv5_1,157,val_9817.JPEG,195.268447876
vgg/conv5_1/conv5_1,158,val_9161.JPEG,13.5543584824
vgg/conv5_1/conv5_1,158,val_3011.JPEG,29.8104934692
vgg/conv5_1/conv5_1,158,val_2877.JPEG,34.0860748291
vgg/conv5_1/conv5_1,158,val_4152.JPEG,70.6830444336
vgg/conv5_1/conv5_1,158,val_5671.JPEG,109.260070801
vgg/conv5_1/conv5_1,159,val_5752.JPEG,0.0
vgg/conv5_1/conv5_1,159,val_159.JPEG,19.8821601868
vgg/conv5_1/conv5_1,159,val_5677.JPEG,44.640827179
vgg/conv5_1/conv5_1,159,val_9911.JPEG,55.9787368774
vgg/conv5_1/conv5_1,159,val_6036.JPEG,71.4727325439
vgg/conv5_1/conv5_1,160,val_6108.JPEG,51.9032859802
vgg/conv5_1/conv5_1,160,val_4364.JPEG,63.622467041
vgg/conv5_1/conv5_1,160,val_1836.JPEG,67.4354629517
vgg/conv5_1/conv5_1,160,val_1829.JPEG,72.9241256714
vgg/conv5_1/conv5_1,160,val_460.JPEG,74.9045944214
vgg/conv5_1/conv5_1,161,val_3961.JPEG,331.098907471
vgg/conv5_1/conv5_1,161,val_9137.JPEG,331.873718262
vgg/conv5_1/conv5_1,161,val_9997.JPEG,419.852142334
vgg/conv5_1/conv5_1,161,val_6646.JPEG,499.77166748
vgg/conv5_1/conv5_1,161,val_3770.JPEG,511.78012085
vgg/conv5_1/conv5_1,162,val_2179.JPEG,0.0
vgg/conv5_1/conv5_1,162,val_682.JPEG,0.0
vgg/conv5_1/conv5_1,162,val_9834.JPEG,0.0
vgg/conv5_1/conv5_1,162,val_3272.JPEG,0.0
vgg/conv5_1/conv5_1,162,val_7814.JPEG,0.0
vgg/conv5_1/conv5_1,163,val_3808.JPEG,0.0
vgg/conv5_1/conv5_1,163,val_8819.JPEG,0.0
vgg/conv5_1/conv5_1,163,val_7458.JPEG,0.0
vgg/conv5_1/conv5_1,163,val_7122.JPEG,0.0
vgg/conv5_1/conv5_1,163,val_5634.JPEG,0.0
vgg/conv5_1/conv5_1,164,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,164,val_5532.JPEG,0.0
vgg/conv5_1/conv5_1,164,val_682.JPEG,0.0
vgg/conv5_1/conv5_1,164,val_6561.JPEG,0.0
vgg/conv5_1/conv5_1,164,val_5957.JPEG,0.0
vgg/conv5_1/conv5_1,165,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,165,val_9754.JPEG,0.0
vgg/conv5_1/conv5_1,165,val_2277.JPEG,0.0
vgg/conv5_1/conv5_1,165,val_530.JPEG,0.0
vgg/conv5_1/conv5_1,165,val_6849.JPEG,0.0
vgg/conv5_1/conv5_1,166,val_6236.JPEG,0.0
vgg/conv5_1/conv5_1,166,val_682.JPEG,0.0
vgg/conv5_1/conv5_1,166,val_9751.JPEG,0.0
vgg/conv5_1/conv5_1,166,val_8021.JPEG,0.0
vgg/conv5_1/conv5_1,166,val_9902.JPEG,0.0
vgg/conv5_1/conv5_1,167,val_596.JPEG,11.2592668533
vgg/conv5_1/conv5_1,167,val_2240.JPEG,12.8367347717
vgg/conv5_1/conv5_1,167,val_3479.JPEG,27.6353149414
vgg/conv5_1/conv5_1,167,val_3557.JPEG,41.6887741089
vgg/conv5_1/conv5_1,167,val_8252.JPEG,44.1781654358
vgg/conv5_1/conv5_1,168,val_6791.JPEG,12.2226610184
vgg/conv5_1/conv5_1,168,val_7587.JPEG,50.0427055359
vgg/conv5_1/conv5_1,168,val_2781.JPEG,58.4610176086
vgg/conv5_1/conv5_1,168,val_4293.JPEG,71.5461578369
vgg/conv5_1/conv5_1,168,val_7840.JPEG,76.8305664062
vgg/conv5_1/conv5_1,169,val_6445.JPEG,0.0
vgg/conv5_1/conv5_1,169,val_7903.JPEG,0.0
vgg/conv5_1/conv5_1,169,val_2350.JPEG,0.0
vgg/conv5_1/conv5_1,169,val_8283.JPEG,0.0
vgg/conv5_1/conv5_1,169,val_109.JPEG,0.0
vgg/conv5_1/conv5_1,170,val_9857.JPEG,0.0
vgg/conv5_1/conv5_1,170,val_4871.JPEG,0.0
vgg/conv5_1/conv5_1,170,val_9137.JPEG,0.317639261484
vgg/conv5_1/conv5_1,170,val_3998.JPEG,3.58371782303
vgg/conv5_1/conv5_1,170,val_3851.JPEG,7.38980293274
vgg/conv5_1/conv5_1,171,val_1972.JPEG,0.0
vgg/conv5_1/conv5_1,171,val_105.JPEG,0.0
vgg/conv5_1/conv5_1,171,val_4163.JPEG,0.0
vgg/conv5_1/conv5_1,171,val_296.JPEG,0.0
vgg/conv5_1/conv5_1,171,val_2560.JPEG,0.0
vgg/conv5_1/conv5_1,172,val_4034.JPEG,0.0
vgg/conv5_1/conv5_1,172,val_7671.JPEG,0.0
vgg/conv5_1/conv5_1,172,val_6915.JPEG,0.0
vgg/conv5_1/conv5_1,172,val_8346.JPEG,0.0
vgg/conv5_1/conv5_1,172,val_9751.JPEG,0.0
vgg/conv5_1/conv5_1,173,val_1833.JPEG,0.0
vgg/conv5_1/conv5_1,173,val_6800.JPEG,0.0
vgg/conv5_1/conv5_1,173,val_5894.JPEG,0.0
vgg/conv5_1/conv5_1,173,val_3078.JPEG,0.0
vgg/conv5_1/conv5_1,173,val_5208.JPEG,0.0
vgg/conv5_1/conv5_1,174,val_3931.JPEG,0.0
vgg/conv5_1/conv5_1,174,val_7165.JPEG,0.0
vgg/conv5_1/conv5_1,174,val_9885.JPEG,0.0
vgg/conv5_1/conv5_1,174,val_9088.JPEG,0.0
vgg/conv5_1/conv5_1,174,val_7025.JPEG,0.0
vgg/conv5_1/conv5_1,175,val_4174.JPEG,59.0450592041
vgg/conv5_1/conv5_1,175,val_650.JPEG,84.7500534058
vgg/conv5_1/conv5_1,175,val_508.JPEG,117.517250061
vgg/conv5_1/conv5_1,175,val_3624.JPEG,147.398696899
vgg/conv5_1/conv5_1,175,val_694.JPEG,180.798950195
vgg/conv5_1/conv5_1,176,val_5894.JPEG,0.0
vgg/conv5_1/conv5_1,176,val_158.JPEG,0.0
vgg/conv5_1/conv5_1,176,val_607.JPEG,0.0
vgg/conv5_1/conv5_1,176,val_941.JPEG,0.0
vgg/conv5_1/conv5_1,176,val_6758.JPEG,0.0
vgg/conv5_1/conv5_1,177,val_1686.JPEG,0.0
vgg/conv5_1/conv5_1,177,val_609.JPEG,0.0
vgg/conv5_1/conv5_1,177,val_5310.JPEG,0.0
vgg/conv5_1/conv5_1,177,val_4034.JPEG,0.0
vgg/conv5_1/conv5_1,177,val_5689.JPEG,0.0
vgg/conv5_1/conv5_1,178,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,178,val_7133.JPEG,0.0
vgg/conv5_1/conv5_1,178,val_9754.JPEG,0.0
vgg/conv5_1/conv5_1,178,val_2277.JPEG,0.0
vgg/conv5_1/conv5_1,178,val_3377.JPEG,0.0
vgg/conv5_1/conv5_1,179,val_6484.JPEG,5.58337402344
vgg/conv5_1/conv5_1,179,val_1833.JPEG,12.6018390656
vgg/conv5_1/conv5_1,179,val_7642.JPEG,13.364900589
vgg/conv5_1/conv5_1,179,val_3232.JPEG,26.1146030426
vgg/conv5_1/conv5_1,179,val_4251.JPEG,27.3598175049
vgg/conv5_1/conv5_1,180,val_1179.JPEG,0.0
vgg/conv5_1/conv5_1,180,val_4517.JPEG,3.09557628632
vgg/conv5_1/conv5_1,180,val_7155.JPEG,17.3774299622
vgg/conv5_1/conv5_1,180,val_8130.JPEG,29.5137805939
vgg/conv5_1/conv5_1,180,val_9498.JPEG,43.7849998474
vgg/conv5_1/conv5_1,181,val_7903.JPEG,0.0
vgg/conv5_1/conv5_1,181,val_1361.JPEG,0.0
vgg/conv5_1/conv5_1,181,val_9988.JPEG,0.0
vgg/conv5_1/conv5_1,181,val_7429.JPEG,0.0
vgg/conv5_1/conv5_1,181,val_8021.JPEG,0.0
vgg/conv5_1/conv5_1,182,val_6087.JPEG,271.159576416
vgg/conv5_1/conv5_1,182,val_8150.JPEG,321.497344971
vgg/conv5_1/conv5_1,182,val_2277.JPEG,368.760406494
vgg/conv5_1/conv5_1,182,val_2862.JPEG,375.314056396
vgg/conv5_1/conv5_1,182,val_1882.JPEG,421.180328369
vgg/conv5_1/conv5_1,183,val_5467.JPEG,0.0
vgg/conv5_1/conv5_1,183,val_4038.JPEG,0.0
vgg/conv5_1/conv5_1,183,val_9746.JPEG,7.08323335648
vgg/conv5_1/conv5_1,183,val_4488.JPEG,10.6469535828
vgg/conv5_1/conv5_1,183,val_5370.JPEG,17.4478416443
vgg/conv5_1/conv5_1,184,val_3624.JPEG,0.0
vgg/conv5_1/conv5_1,184,val_3953.JPEG,0.0
vgg/conv5_1/conv5_1,184,val_2076.JPEG,0.0
vgg/conv5_1/conv5_1,184,val_5189.JPEG,0.0
vgg/conv5_1/conv5_1,184,val_836.JPEG,0.0
vgg/conv5_1/conv5_1,185,val_6696.JPEG,4.7561378479
vgg/conv5_1/conv5_1,185,val_8164.JPEG,35.0134277344
vgg/conv5_1/conv5_1,185,val_8539.JPEG,37.5284805298
vgg/conv5_1/conv5_1,185,val_3377.JPEG,61.2493133545
vgg/conv5_1/conv5_1,185,val_2523.JPEG,136.785736084
vgg/conv5_1/conv5_1,186,val_3511.JPEG,37.7391319275
vgg/conv5_1/conv5_1,186,val_5260.JPEG,75.8781356812
vgg/conv5_1/conv5_1,186,val_1179.JPEG,117.075950623
vgg/conv5_1/conv5_1,186,val_4266.JPEG,122.254005432
vgg/conv5_1/conv5_1,186,val_8834.JPEG,154.28604126
vgg/conv5_1/conv5_1,187,val_1365.JPEG,0.0
vgg/conv5_1/conv5_1,187,val_7521.JPEG,21.217672348
vgg/conv5_1/conv5_1,187,val_2163.JPEG,34.3493118286
vgg/conv5_1/conv5_1,187,val_3506.JPEG,37.5836677551
vgg/conv5_1/conv5_1,187,val_596.JPEG,67.5896911621
vgg/conv5_1/conv5_1,188,val_7223.JPEG,216.311706543
vgg/conv5_1/conv5_1,188,val_7028.JPEG,350.89944458
vgg/conv5_1/conv5_1,188,val_2529.JPEG,368.591827393
vgg/conv5_1/conv5_1,188,val_2702.JPEG,394.576324463
vgg/conv5_1/conv5_1,188,val_8834.JPEG,395.448577881
vgg/conv5_1/conv5_1,189,val_9751.JPEG,0.0
vgg/conv5_1/conv5_1,189,val_4758.JPEG,0.0
vgg/conv5_1/conv5_1,189,val_4347.JPEG,0.0
vgg/conv5_1/conv5_1,189,val_7279.JPEG,0.0
vgg/conv5_1/conv5_1,189,val_7333.JPEG,0.0
vgg/conv5_1/conv5_1,190,val_4497.JPEG,31.268081665
vgg/conv5_1/conv5_1,190,val_2221.JPEG,72.267578125
vgg/conv5_1/conv5_1,190,val_3345.JPEG,127.734542847
vgg/conv5_1/conv5_1,190,val_1365.JPEG,176.647003174
vgg/conv5_1/conv5_1,190,val_2394.JPEG,198.235107422
vgg/conv5_1/conv5_1,191,val_607.JPEG,0.0
vgg/conv5_1/conv5_1,191,val_3953.JPEG,19.9493236542
vgg/conv5_1/conv5_1,191,val_4443.JPEG,22.7716598511
vgg/conv5_1/conv5_1,191,val_8868.JPEG,31.5140705109
vgg/conv5_1/conv5_1,191,val_3388.JPEG,39.6432189941
vgg/conv5_1/conv5_1,192,val_8834.JPEG,0.0
vgg/conv5_1/conv5_1,192,val_1270.JPEG,0.0
vgg/conv5_1/conv5_1,192,val_3511.JPEG,4.63913917542
vgg/conv5_1/conv5_1,192,val_1614.JPEG,7.56511259079
vgg/conv5_1/conv5_1,192,val_6157.JPEG,9.70820045471
vgg/conv5_1/conv5_1,193,val_9318.JPEG,0.0
vgg/conv5_1/conv5_1,193,val_3624.JPEG,0.0
vgg/conv5_1/conv5_1,193,val_5824.JPEG,0.0
vgg/conv5_1/conv5_1,193,val_3953.JPEG,0.0
vgg/conv5_1/conv5_1,193,val_4616.JPEG,0.0
vgg/conv5_1/conv5_1,194,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,194,val_8384.JPEG,0.0
vgg/conv5_1/conv5_1,194,val_6849.JPEG,0.0
vgg/conv5_1/conv5_1,194,val_6445.JPEG,0.0
vgg/conv5_1/conv5_1,194,val_6011.JPEG,0.0
vgg/conv5_1/conv5_1,195,val_6698.JPEG,0.0
vgg/conv5_1/conv5_1,195,val_1434.JPEG,0.0
vgg/conv5_1/conv5_1,195,val_1002.JPEG,0.0
vgg/conv5_1/conv5_1,195,val_1927.JPEG,0.0
vgg/conv5_1/conv5_1,195,val_6405.JPEG,0.0
vgg/conv5_1/conv5_1,196,val_6088.JPEG,0.0
vgg/conv5_1/conv5_1,196,val_1518.JPEG,0.0
vgg/conv5_1/conv5_1,196,val_2014.JPEG,0.0
vgg/conv5_1/conv5_1,196,val_4477.JPEG,0.0
vgg/conv5_1/conv5_1,196,val_9809.JPEG,0.0
vgg/conv5_1/conv5_1,197,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,197,val_1794.JPEG,0.0
vgg/conv5_1/conv5_1,197,val_4034.JPEG,0.0
vgg/conv5_1/conv5_1,197,val_776.JPEG,0.0
vgg/conv5_1/conv5_1,197,val_8413.JPEG,0.0
vgg/conv5_1/conv5_1,198,val_9057.JPEG,0.0
vgg/conv5_1/conv5_1,198,val_377.JPEG,0.0
vgg/conv5_1/conv5_1,198,val_1927.JPEG,0.0
vgg/conv5_1/conv5_1,198,val_9185.JPEG,0.0
vgg/conv5_1/conv5_1,198,val_9940.JPEG,0.0
vgg/conv5_1/conv5_1,199,val_8249.JPEG,0.0
vgg/conv5_1/conv5_1,199,val_3859.JPEG,0.0
vgg/conv5_1/conv5_1,199,val_1054.JPEG,0.0
vgg/conv5_1/conv5_1,199,val_3511.JPEG,0.0
vgg/conv5_1/conv5_1,199,val_9881.JPEG,0.0
vgg/conv5_1/conv5_1,200,val_2277.JPEG,0.0
vgg/conv5_1/conv5_1,200,val_4643.JPEG,0.0
vgg/conv5_1/conv5_1,200,val_4616.JPEG,0.0
vgg/conv5_1/conv5_1,200,val_957.JPEG,0.0
vgg/conv5_1/conv5_1,200,val_4701.JPEG,0.0
vgg/conv5_1/conv5_1,201,val_7333.JPEG,0.0
vgg/conv5_1/conv5_1,201,val_1707.JPEG,0.0
vgg/conv5_1/conv5_1,201,val_7352.JPEG,0.0
vgg/conv5_1/conv5_1,201,val_8120.JPEG,3.43330407143
vgg/conv5_1/conv5_1,201,val_6709.JPEG,4.34455633163
vgg/conv5_1/conv5_1,202,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,202,val_4298.JPEG,0.0
vgg/conv5_1/conv5_1,202,val_3021.JPEG,0.0
vgg/conv5_1/conv5_1,202,val_5894.JPEG,0.0
vgg/conv5_1/conv5_1,202,val_9286.JPEG,0.0
vgg/conv5_1/conv5_1,203,val_7344.JPEG,0.0
vgg/conv5_1/conv5_1,203,val_4185.JPEG,1.24614429474
vgg/conv5_1/conv5_1,203,val_8332.JPEG,16.8539028168
vgg/conv5_1/conv5_1,203,val_7938.JPEG,17.1808509827
vgg/conv5_1/conv5_1,203,val_6627.JPEG,21.2817802429
vgg/conv5_1/conv5_1,204,val_6994.JPEG,107.051841736
vgg/conv5_1/conv5_1,204,val_6484.JPEG,109.738388062
vgg/conv5_1/conv5_1,204,val_607.JPEG,131.266326904
vgg/conv5_1/conv5_1,204,val_8116.JPEG,140.876800537
vgg/conv5_1/conv5_1,204,val_6289.JPEG,157.143981934
vgg/conv5_1/conv5_1,205,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,205,val_3377.JPEG,0.0
vgg/conv5_1/conv5_1,205,val_5289.JPEG,0.0
vgg/conv5_1/conv5_1,205,val_7556.JPEG,0.0
vgg/conv5_1/conv5_1,205,val_8860.JPEG,0.0
vgg/conv5_1/conv5_1,206,val_5678.JPEG,463.133026123
vgg/conv5_1/conv5_1,206,val_5137.JPEG,479.963195801
vgg/conv5_1/conv5_1,206,val_5125.JPEG,518.60546875
vgg/conv5_1/conv5_1,206,val_2264.JPEG,518.750793457
vgg/conv5_1/conv5_1,206,val_2354.JPEG,545.944946289
vgg/conv5_1/conv5_1,207,val_6511.JPEG,3.20983123779
vgg/conv5_1/conv5_1,207,val_3624.JPEG,154.872894287
vgg/conv5_1/conv5_1,207,val_2518.JPEG,199.256835938
vgg/conv5_1/conv5_1,207,val_5450.JPEG,210.947784424
vgg/conv5_1/conv5_1,207,val_8786.JPEG,331.120788574
vgg/conv5_1/conv5_1,208,val_6345.JPEG,0.0
vgg/conv5_1/conv5_1,208,val_2207.JPEG,0.0
vgg/conv5_1/conv5_1,208,val_8346.JPEG,0.0
vgg/conv5_1/conv5_1,208,val_3916.JPEG,0.0
vgg/conv5_1/conv5_1,208,val_9751.JPEG,0.0
vgg/conv5_1/conv5_1,209,val_7384.JPEG,6.50608921051
vgg/conv5_1/conv5_1,209,val_9812.JPEG,37.1430587769
vgg/conv5_1/conv5_1,209,val_6750.JPEG,42.8681793213
vgg/conv5_1/conv5_1,209,val_4588.JPEG,56.2967681885
vgg/conv5_1/conv5_1,209,val_8529.JPEG,65.8624572754
vgg/conv5_1/conv5_1,210,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,210,val_682.JPEG,0.0
vgg/conv5_1/conv5_1,210,val_6561.JPEG,0.0
vgg/conv5_1/conv5_1,210,val_5809.JPEG,0.0
vgg/conv5_1/conv5_1,210,val_6800.JPEG,0.0
vgg/conv5_1/conv5_1,211,val_6484.JPEG,258.449249268
vgg/conv5_1/conv5_1,211,val_7333.JPEG,400.113983154
vgg/conv5_1/conv5_1,211,val_7498.JPEG,415.078216553
vgg/conv5_1/conv5_1,211,val_3169.JPEG,478.102325439
vgg/conv5_1/conv5_1,211,val_4360.JPEG,511.922973633
vgg/conv5_1/conv5_1,212,val_6952.JPEG,0.0
vgg/conv5_1/conv5_1,212,val_2702.JPEG,0.0
vgg/conv5_1/conv5_1,212,val_6725.JPEG,0.0
vgg/conv5_1/conv5_1,212,val_3097.JPEG,0.0
vgg/conv5_1/conv5_1,212,val_8539.JPEG,0.0
vgg/conv5_1/conv5_1,213,val_7888.JPEG,287.220977783
vgg/conv5_1/conv5_1,213,val_2534.JPEG,603.90234375
vgg/conv5_1/conv5_1,213,val_3109.JPEG,623.983093262
vgg/conv5_1/conv5_1,213,val_7851.JPEG,643.886474609
vgg/conv5_1/conv5_1,213,val_1376.JPEG,700.426391602
vgg/conv5_1/conv5_1,214,val_9885.JPEG,0.0
vgg/conv5_1/conv5_1,214,val_984.JPEG,0.0
vgg/conv5_1/conv5_1,214,val_607.JPEG,4.83602333069
vgg/conv5_1/conv5_1,214,val_9835.JPEG,36.6503219604
vgg/conv5_1/conv5_1,214,val_5957.JPEG,69.6699829102
vgg/conv5_1/conv5_1,215,val_609.JPEG,0.0
vgg/conv5_1/conv5_1,215,val_2747.JPEG,0.0
vgg/conv5_1/conv5_1,215,val_510.JPEG,0.0
vgg/conv5_1/conv5_1,215,val_3624.JPEG,0.0
vgg/conv5_1/conv5_1,215,val_377.JPEG,0.0
vgg/conv5_1/conv5_1,216,val_7441.JPEG,0.0
vgg/conv5_1/conv5_1,216,val_8384.JPEG,0.0
vgg/conv5_1/conv5_1,216,val_3377.JPEG,0.0
vgg/conv5_1/conv5_1,216,val_6236.JPEG,0.0
vgg/conv5_1/conv5_1,216,val_8945.JPEG,0.0
vgg/conv5_1/conv5_1,217,val_5310.JPEG,0.0
vgg/conv5_1/conv5_1,217,val_776.JPEG,0.0
vgg/conv5_1/conv5_1,217,val_5471.JPEG,0.0
vgg/conv5_1/conv5_1,217,val_7903.JPEG,0.0
vgg/conv5_1/conv5_1,217,val_4126.JPEG,0.0
vgg/conv5_1/conv5_1,218,val_8960.JPEG,81.7959289551
vgg/conv5_1/conv5_1,218,val_5151.JPEG,146.903656006
vgg/conv5_1/conv5_1,218,val_5713.JPEG,205.439178467
vgg/conv5_1/conv5_1,218,val_5164.JPEG,222.815185547
vgg/conv5_1/conv5_1,218,val_5124.JPEG,244.977340698
vgg/conv5_1/conv5_1,219,val_5414.JPEG,0.0
vgg/conv5_1/conv5_1,219,val_2229.JPEG,0.0
vgg/conv5_1/conv5_1,219,val_3399.JPEG,0.0
vgg/conv5_1/conv5_1,219,val_4869.JPEG,0.0
vgg/conv5_1/conv5_1,219,val_2616.JPEG,0.0
vgg/conv5_1/conv5_1,220,val_9127.JPEG,0.0
vgg/conv5_1/conv5_1,220,val_9229.JPEG,0.0
vgg/conv5_1/conv5_1,220,val_4633.JPEG,0.0
vgg/conv5_1/conv5_1,220,val_6835.JPEG,0.0
vgg/conv5_1/conv5_1,220,val_7724.JPEG,0.0
vgg/conv5_1/conv5_1,221,val_7903.JPEG,0.0
vgg/conv5_1/conv5_1,221,val_3873.JPEG,0.0
vgg/conv5_1/conv5_1,221,val_648.JPEG,0.0
vgg/conv5_1/conv5_1,221,val_3921.JPEG,0.0
vgg/conv5_1/conv5_1,221,val_7564.JPEG,0.0
